productId,name,volume,quantityInBox,percentage,price,category,description,inStock,inSale,isNew,quantity,imageFile
,Jose cuervo Gold,0.7,1,,14.50,Tequila,,,,,,
,Jose cuervo Gold,1,1,,20.10,Tequila,,,,,,
,Sierra Silver,0.35,1,,8.00,Tequila,,,,,,
,Sierra Silver,0.7,1,,11.30,Tequila,,,,,,
,Sierra Silver,1,1,,15.95,Tequila,,,,,,
,Sierra Gold,0.7,1,,11.30,Tequila,,,,,,
,Sierra Gold,1,1,,15.95,Tequila,,,,,,
,Hijos De Villa Reposado Pistol,0.2,1,,30.95,Tequila,,,,,,
,Hijos De Villa Blanco Pistol,0.2,1,,30.95,Tequila,,,,,,
,1800 Silver Tequila,0.7,1,,22.45,Tequila,,,,,,
,1800 Reposado Tequila,0.7,1,,23.30,Tequila,,,,,,
,Tequila Rose Strawberry Cream,0.7,1,,13.70,Tequila,,,,,,
,Olmeca Gold,0.7,1,,17.99,Tequila,,,,,,
,Olmeca Silver,0.7,1,,17.99,Tequila,,,,,,
,Don Julio Blanco,0.7,1,,35.95,Tequila,,,,,,
,Don Julio Reposado,0.7,1,,42.35,Tequila,,,,,,
,Patron Silver,0.7,1,,34.95,Tequila,,,,,,
,Patron Anejo,0.7,1,,40.75,Tequila,,,,,,
,Patron Reposado,0.7,1,,35.95,Tequila,,,,,,
,Martini Bianco,0.75,1,,6.99,Tequila,,,,,,
,Martini Bianco,1,1,,8.99,Tequila,,,,,,
,Martini Rosso,0.75,1,,6.99,Tequila,,,,,,
,Martini Rosso,1,1,,8.99,Tequila,,,,,,
,Martini Fiero,0.75,1,,8.65,Tequila,,,,,,
,Martini Extra Dry,0.75,1,,7.25,Tequila,,,,,,
,Martini Asti,1.5,1,,14.40,Tequila,,,,,,
,Martini Asti,0.75,1,,6.99,Tequila,,,,,,
,Martini Prosecco,0.2,1,,2.65,Tequila,,,,,,
,Martini Prosecco,0.75,1,,6.99,Tequila,,,,,,
,Martini Rossini,0.75,1,,7.65,Tequila,,,,,,
,Martini Bellini,0.75,1,,7.60,Tequila,,,,,,
,Martini Mimosa,0.75,1,,7.60,Tequila,,,,,,
