productId,name,volume,quantityInBox,percentage,price,category,description,inStock,inSale,isNew,quantity,imageFile
,Hoppe Jenever,0.2,1,35,3.50,Jenever,,,,,,
,Hoppe Jenever,1,1,35,11.65,Jenever,,,,,,
,Ketel 1,0.5,1,35,7.20,Jenever,,,,,,
,Ketel 1,1,1,40,12.45,Jenever,,,,,,
,Legner,1,1,30,10.50,Jenever,,,,,,
,Bokma,0.5,1,35,7.50,Jenever,,,,,,
,Bokma,1,1,35,11.70,Jenever,,,,,,
,Hartevelt,0.5,1,35,6.90,Jenever,,,,,,
,Hartevelt,1,1,35,10.70,Jenever,,,,,,
,Anker Zachte Borrel,1,1,28,8.30,Jenever,,,,,,
,Anker Jonge Jenever,1,1,35,9.70,Jenever,,,,,,
,Anker Vieux,1,1,35,9.65,Jenever,,,,,,
,Hooghoudt,0.2,1,35,3.40,Jenever,,,,,,
,Hooghoudt,1,1,35,12.20,Jenever,,,,,,
,Bols,1,1,37.5,11.75,Jenever,,,,,,
,Bols Zeer Oude Jenever,0.5,1,35,8.95,Jenever,,,,,,
,Bols Zeer Oude Jenever,1,1,35,13.75,Jenever,,,,,,
,Bols Silverstrike,0.5,1,30,9.50,Jenever,,,,,,
,Bols Goldstrike,0.5,1,50,11.70,Jenever,,,,,,
,Jose cuervo Silver,0.7,1,35,14.40,Tequila,,,,,,
,Jose cuervo Silver,1,1,35,19.45,Tequila,,,,,,
,Jose cuervo Gold,0.7,1,35,14.50,Tequila,,,,,,
,Jose cuervo Gold,1,1,38,20.10,Tequila,,,,,,
,Sierra Silver,0.35,1,38,8.00,Tequila,,,,,,
,Sierra Silver,0.7,1,38,11.30,Tequila,,,,,,
,Sierra Silver,1,1,38,15.95,Tequila,,,,,,
,Sierra Gold,0.7,1,38,11.30,Tequila,,,,,,
,Sierra Gold,1,1,38,15.95,Tequila,,,,,,
,Hijos De Villa Reposado Pistol,0.2,1,40,30.95,Tequila,,,,,,
,Hijos De Villa Blanco Pistol,0.2,1,40,30.95,Tequila,,,,,,
,1800 Silver Tequila,0.7,1,38,22.45,Tequila,,,,,,
,1800 Reposado Tequila,0.7,1,38,23.30,Tequila,,,,,,
,Tequila Rose Strawberry Cream,0.7,1,15,13.70,Tequila,,,,,,
,Olmeca Gold,0.7,1,35,17.99,Tequila,,,,,,
,Olmeca Silver,0.7,1,35,17.99,Tequila,,,,,,
,Don Julio Blanco,0.7,1,38,35.95,Tequila,,,,,,
,Don Julio Reposado,0.7,1,38,42.35,Tequila,,,,,,
,Patron Silver,0.7,1,40,34.95,Tequila,,,,,,
,Patron Anejo,0.7,1,40,40.75,Tequila,,,,,,
,Patron Reposado,0.7,1,40,35.95,Tequila,,,,,,
,Martini Bianco,0.75,1,14.5,6.99,Tequila,,,,,,
,Martini Bianco,1,1,14.5,8.99,Tequila,,,,,,
,Martini Rosso,0.75,1,14.5,6.99,Tequila,,,,,,
,Martini Rosso,1,1,15,8.99,Tequila,,,,,,
,Martini Fiero,0.75,1,14.5,8.65,Tequila,,,,,,
,Martini Extra Dry,0.75,1,15,7.25,Tequila,,,,,,
,Martini Asti,1.5,1,7.5,14.40,Tequila,,,,,,
,Martini Asti,0.75,1,7.5,6.99,Tequila,,,,,,
,Martini Prosecco,0.2,1,11,2.65,Tequila,,,,,,
,Martini Prosecco,0.75,1,11,6.99,Tequila,,,,,,
,Martini Rossini,0.75,1,8,7.65,Tequila,,,,,,
,Martini Bellini,0.75,1,8,7.60,Tequila,,,,,,
,Martini Mimosa,0.75,1,8,7.60,Tequila,,,,,,
